Order_ID,Customer_ID,Region,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Order_Date,Ship_Mode,Payment_Method,Sales,Profit
ORD100503,CUST3191,East,Clothing,Shirt,Product_503,8,1074.47,0.03,2021-01-21 23:00:00,Express,Net Banking,8337.8872,1412.06
ORD100504,CUST1243,East,Sports,Rice,Product_504,4,1652.33,0.03,2021-01-22 00:00:00,Express,UPI,6411.0404,362.63
ORD100505,CUST1981,North,Books,Textbook,Product_505,5,136.81,0.21,2021-01-22 01:00:00,Same Day,Cash,540.3995,71.72
ORD100506,CUST2218,West,Furniture,Mobile,Product_506,6,1914.52,0.23,2021-01-22 02:00:00,Express,Cash,8845.0824,1911.22
ORD100507,CUST2158,West,Books,Textbook,Product_507,3,877.11,0.17,2021-01-22 03:00:00,Express,Debit Card,2184.0038999999997,303.28
ORD100508,CUST2259,Central,Electronics,Chair,Product_508,5,615.3,0.05,2021-01-22 04:00:00,Standard,UPI,2922.6749999999997,245.02
ORD100509,CUST2406,North,Clothing,Textbook,Product_509,5,1087.05,0.13,2021-01-22 05:00:00,Same Day,UPI,4728.6675,1139.48
ORD100510,CUST2566,East,Electronics,Textbook,Product_510,1,1612.37,0.23,2021-01-22 06:00:00,Express,Net Banking,1241.5249,128.19
ORD100511,CUST2922,West,Electronics,Cricket,Product_511,3,975.77,0.21,2021-01-22 07:00:00,Same Day,UPI,2312.5749,484.91
ORD100512,CUST3674,North,Electronics,Textbook,Product_512,3,1307.96,0.03,2021-01-22 08:00:00,Standard,Net Banking,3806.1636,337.83
ORD100513,CUST3910,West,Grocery,Shirt,Product_513,1,1024.83,0.29,2021-01-22 09:00:00,Standard,UPI,727.6293,97.96
ORD100514,CUST3047,West,Grocery,Rice,Product_514,7,1280.98,0.07,2021-01-22 10:00:00,Express,Debit Card,8339.1798,1234.9
ORD100515,CUST2695,East,Sports,Chair,Product_515,1,319.16,0.07,2021-01-22 11:00:00,Express,UPI,296.8188,44.56
ORD100516,CUST1026,South,Clothing,Snacks,Product_516,7,125.39,0.14,2021-01-22 12:00:00,Express,Debit Card,754.8478,115.71
ORD100517,CUST1714,Central,Furniture,Shirt,Product_517,4,316.96,0.1,2021-01-22 13:00:00,Express,UPI,1141.056,108.39
ORD100518,CUST1004,Central,Furniture,Shirt,Product_518,9,607.38,0.3,2021-01-22 14:00:00,Standard,UPI,3826.4939999999997,586.15
ORD100519,CUST1704,East,Furniture,Shoes,Product_519,7,544.04,0.02,2021-01-22 15:00:00,Same Day,Credit Card,3732.1143999999995,546.17
ORD100520,CUST3595,West,Electronics,Shirt,Product_520,5,1249.59,0.09,2021-01-22 16:00:00,Express,UPI,5685.6345,521.62
ORD100521,CUST3802,North,Grocery,Cricket,Product_521,7,938.98,0.11,2021-01-22 17:00:00,Same Day,Debit Card,5849.8454,1448.65
ORD100522,CUST3065,West,Clothing,Novel,Product_522,9,125.68,0.15,2021-01-22 18:00:00,Express,Cash,961.4520000000001,214.51
ORD100523,CUST1081,East,Electronics,Shoes,Product_523,6,117.99,0.0,2021-01-22 19:00:00,Express,Debit Card,707.9399999999999,161.07
ORD100524,CUST1995,Central,Grocery,Chair,Product_524,1,226.65,0.02,2021-01-22 20:00:00,Standard,UPI,222.117,41.56
ORD100525,CUST1354,West,Grocery,Snacks,Product_525,6,738.51,0.08,2021-01-22 21:00:00,Express,Net Banking,4076.5751999999998,334.2
ORD100526,CUST1396,Central,Books,Novel,Product_526,1,62.06,0.17,2021-01-22 22:00:00,Express,Credit Card,51.5098,8.43
ORD100527,CUST3813,North,Books,Snacks,Product_527,4,1013.28,0.23,2021-01-22 23:00:00,Express,Net Banking,3120.9024,668.77
ORD100528,CUST3001,Central,Clothing,Table,Product_528,8,753.31,0.21,2021-01-23 00:00:00,Standard,Credit Card,4760.9192,274.93
ORD100529,CUST3461,Central,Clothing,Table,Product_529,5,1133.11,0.17,2021-01-23 01:00:00,Same Day,Credit Card,4702.406499999999,701.45
ORD100530,CUST1174,South,Clothing,Chair,Product_530,5,1455.61,0.12,2021-01-23 02:00:00,Standard,Net Banking,6404.683999999999,827.64
ORD100531,CUST3409,South,Electronics,Football,Product_531,8,539.4,0.26,2021-01-23 03:00:00,Express,UPI,3193.248,295.14
ORD100532,CUST2296,South,Sports,Rice,Product_532,8,356.31,0.14,2021-01-23 04:00:00,Express,Debit Card,2451.4128,308.02
ORD100533,CUST2568,Central,Clothing,Football,Product_533,1,592.2,0.09,2021-01-23 05:00:00,Express,Net Banking,538.902,132.95
ORD100534,CUST2391,East,Books,Rice,Product_534,5,53.44,0.19,2021-01-23 06:00:00,Same Day,Cash,216.43200000000002,42.13
ORD100535,CUST1421,Central,Sports,Shoes,Product_535,5,284.03,0.21,2021-01-23 07:00:00,Same Day,Credit Card,1121.9185,123.31
ORD100536,CUST1418,East,Electronics,Chair,Product_536,8,1514.12,0.12,2021-01-23 08:00:00,Express,Debit Card,10659.404799999998,1823.52
ORD100537,CUST1747,East,Sports,Rice,Product_537,1,484.47,0.01,2021-01-23 09:00:00,Express,Cash,479.62530000000004,47.64
ORD100538,CUST3386,South,Furniture,Table,Product_538,7,1988.88,0.03,2021-01-23 10:00:00,Same Day,Debit Card,13504.4952,2325.05
ORD100539,CUST1212,West,Sports,Table,Product_539,7,377.27,0.25,2021-01-23 11:00:00,Standard,UPI,1980.6675,454.04
ORD100540,CUST1878,North,Clothing,Laptop,Product_540,9,1588.1,0.02,2021-01-23 12:00:00,Standard,Cash,14007.042,2260.39
ORD100541,CUST1986,South,Electronics,Rice,Product_541,2,1424.84,0.18,2021-01-23 13:00:00,Same Day,Net Banking,2336.7376,459.56
ORD100542,CUST1196,South,Clothing,Textbook,Product_542,3,678.16,0.06,2021-01-23 14:00:00,Same Day,Debit Card,1912.4112,269.01
ORD100543,CUST1664,West,Books,Chair,Product_543,4,694.94,0.07,2021-01-23 15:00:00,Express,Net Banking,2585.1768,400.25
ORD100544,CUST3896,North,Furniture,Novel,Product_544,1,1148.93,0.08,2021-01-23 16:00:00,Same Day,Net Banking,1057.0156000000002,199.79
ORD100545,CUST2938,Central,Books,Mobile,Product_545,7,1712.13,0.01,2021-01-23 17:00:00,Same Day,Debit Card,11865.0609,2521.1
ORD100546,CUST3349,Central,Clothing,Shoes,Product_546,3,803.06,0.05,2021-01-23 18:00:00,Express,Debit Card,2288.7209999999995,416.3
ORD100547,CUST3454,South,Clothing,Shirt,Product_547,3,169.3,0.2,2021-01-23 19:00:00,Same Day,Credit Card,406.32000000000005,99.75
ORD100548,CUST1651,North,Clothing,Textbook,Product_548,3,780.12,0.15,2021-01-23 20:00:00,Express,Credit Card,1989.306,425.64
ORD100549,CUST1906,South,Grocery,Shirt,Product_549,8,454.26,0.24,2021-01-23 21:00:00,Standard,Cash,2761.9008,567.38
ORD100550,CUST1710,East,Furniture,Rice,Product_550,9,1881.45,0.02,2021-01-23 22:00:00,Standard,Cash,16594.389,3634.51
ORD100551,CUST1425,South,Clothing,Novel,Product_551,2,1409.68,0.27,2021-01-23 23:00:00,Standard,Cash,2058.1328,218.66
ORD100552,CUST1915,South,Clothing,Textbook,Product_552,1,149.12,0.3,2021-01-24 00:00:00,Express,Credit Card,104.384,14.24
ORD100553,CUST2345,Central,Books,Football,Product_553,9,621.33,0.0,2021-01-24 01:00:00,Standard,Net Banking,5591.97,910.89
ORD100554,CUST3756,Central,Books,Shoes,Product_554,6,147.92,0.29,2021-01-24 02:00:00,Standard,UPI,630.1392,89.78
ORD100555,CUST1723,Central,Clothing,Textbook,Product_555,9,1668.53,0.07,2021-01-24 03:00:00,Express,UPI,13965.596099999999,3065.33
ORD100556,CUST3352,East,Electronics,Snacks,Product_556,6,1817.28,0.21,2021-01-24 04:00:00,Express,Debit Card,8613.907200000001,477.33
ORD100557,CUST3964,Central,Grocery,Novel,Product_557,2,268.95,0.09,2021-01-24 05:00:00,Standard,Credit Card,489.489,44.95
ORD100558,CUST1279,North,Books,Cricket,Product_558,1,908.57,0.16,2021-01-24 06:00:00,Standard,Debit Card,763.1988,172.74
ORD100559,CUST1070,West,Electronics,Shirt,Product_559,8,1867.17,0.15,2021-01-24 07:00:00,Standard,UPI,12696.756,784.91
ORD100560,CUST2542,North,Grocery,Table,Product_560,3,333.16,0.11,2021-01-24 08:00:00,Same Day,Debit Card,889.5372,84.86
ORD100561,CUST3816,North,Clothing,Shoes,Product_561,1,619.21,0.22,2021-01-24 09:00:00,Express,Credit Card,482.98380000000003,58.08
ORD100562,CUST1249,Central,Furniture,Textbook,Product_562,8,643.34,0.18,2021-01-24 10:00:00,Express,Credit Card,4220.3104,844.69
ORD100563,CUST2403,West,Sports,Football,Product_563,1,108.61,0.15,2021-01-24 11:00:00,Express,Credit Card,92.3185,14.96
ORD100564,CUST3785,West,Sports,Chair,Product_564,8,120.73,0.29,2021-01-24 12:00:00,Express,UPI,685.7464,165.21
ORD100565,CUST2922,West,Clothing,Novel,Product_565,1,1907.95,0.28,2021-01-24 13:00:00,Standard,Credit Card,1373.724,131.29
ORD100566,CUST3190,East,Books,Football,Product_566,9,1163.63,0.29,2021-01-24 14:00:00,Express,Cash,7435.595700000001,1668.73
ORD100567,CUST1616,Central,Electronics,Shoes,Product_567,9,647.96,0.26,2021-01-24 15:00:00,Same Day,Cash,4315.4136,459.95
ORD100568,CUST3111,West,Furniture,Snacks,Product_568,9,788.42,0.08,2021-01-24 16:00:00,Same Day,Credit Card,6528.1176000000005,646.93
ORD100569,CUST3419,East,Grocery,Shirt,Product_569,3,1443.94,0.1,2021-01-24 17:00:00,Standard,Cash,3898.638,583.53
ORD100570,CUST3285,South,Clothing,Novel,Product_570,4,764.71,0.07,2021-01-24 18:00:00,Standard,Credit Card,2844.7212,182.75
ORD100571,CUST3251,South,Furniture,Table,Product_571,5,494.13,0.3,2021-01-24 19:00:00,Express,UPI,1729.455,219.4
ORD100572,CUST1329,East,Furniture,Mobile,Product_572,6,248.58,0.05,2021-01-24 20:00:00,Standard,Cash,1416.906,171.64
ORD100573,CUST1748,East,Books,Chair,Product_573,9,1471.42,0.11,2021-01-24 21:00:00,Standard,UPI,11786.074200000001,966.7
ORD100574,CUST2818,Central,Grocery,Novel,Product_574,4,402.1,0.06,2021-01-24 22:00:00,Standard,Cash,1511.896,335.88
ORD100575,CUST1734,Central,Furniture,Table,Product_575,6,185.81,0.07,2021-01-24 23:00:00,Same Day,Net Banking,1036.8198,131.86
ORD100576,CUST2621,South,Books,Snacks,Product_576,1,882.56,0.07,2021-01-25 00:00:00,Express,Net Banking,820.7807999999999,202.23
ORD100577,CUST2985,West,Electronics,Cricket,Product_577,2,127.16,0.19,2021-01-25 01:00:00,Standard,UPI,205.9992,47.37
ORD100578,CUST1139,South,Books,Snacks,Product_578,8,1931.75,0.02,2021-01-25 02:00:00,Express,Cash,15144.92,1347.32
ORD100579,CUST2326,West,Electronics,Snacks,Product_579,4,1273.22,0.17,2021-01-25 03:00:00,Express,Net Banking,4227.0904,638.39
ORD100580,CUST3482,West,Electronics,Textbook,Product_580,7,347.76,0.25,2021-01-25 04:00:00,Express,Credit Card,1825.7399999999998,311.03
ORD100581,CUST3733,Central,Furniture,Shirt,Product_581,4,386.29,0.23,2021-01-25 05:00:00,Same Day,Debit Card,1189.7732,254.36
ORD100582,CUST3362,North,Books,Shoes,Product_582,9,1161.17,0.05,2021-01-25 06:00:00,Express,Net Banking,9928.0035,2254.93
ORD100583,CUST1050,North,Electronics,Novel,Product_583,9,745.3,0.27,2021-01-25 07:00:00,Express,Net Banking,4896.621,855.95
ORD100584,CUST3980,East,Grocery,Shoes,Product_584,4,1559.82,0.23,2021-01-25 08:00:00,Standard,Credit Card,4804.2456,273.97
ORD100585,CUST2565,Central,Furniture,Novel,Product_585,8,1114.32,0.0,2021-01-25 09:00:00,Standard,Net Banking,8914.56,1303.8
ORD100586,CUST1411,West,Books,Table,Product_586,6,895.0,0.22,2021-01-25 10:00:00,Same Day,Net Banking,4188.6,950.65
ORD100587,CUST3510,North,Books,Cricket,Product_587,1,1927.81,0.22,2021-01-25 11:00:00,Express,Net Banking,1503.6918,289.94
ORD100588,CUST2436,West,Sports,Textbook,Product_588,7,811.92,0.15,2021-01-25 12:00:00,Same Day,Cash,4830.924,1082.26
ORD100589,CUST2722,North,Books,Cricket,Product_589,1,831.19,0.01,2021-01-25 13:00:00,Express,Net Banking,822.8781,152.08
ORD100590,CUST3767,North,Furniture,Football,Product_590,3,1348.26,0.17,2021-01-25 14:00:00,Same Day,Debit Card,3357.1674,197.42
ORD100591,CUST1843,North,Grocery,Textbook,Product_591,8,1628.48,0.23,2021-01-25 15:00:00,Express,Cash,10031.4368,2443.67
ORD100592,CUST2583,Central,Books,Mobile,Product_592,9,1271.12,0.08,2021-01-25 16:00:00,Standard,Cash,10524.873599999999,2458.65
ORD100593,CUST1531,South,Sports,Snacks,Product_593,3,1412.29,0.2,2021-01-25 17:00:00,Same Day,UPI,3389.496,255.28
ORD100594,CUST1928,West,Furniture,Mobile,Product_594,1,777.22,0.11,2021-01-25 18:00:00,Standard,Net Banking,691.7258,50.18
ORD100595,CUST2734,Central,Electronics,Laptop,Product_595,1,985.02,0.17,2021-01-25 19:00:00,Express,Debit Card,817.5666,129.02
ORD100596,CUST1729,Central,Clothing,Rice,Product_596,7,434.22,0.12,2021-01-25 20:00:00,Same Day,Debit Card,2674.7952,538.73
ORD100597,CUST3082,Central,Clothing,Snacks,Product_597,5,1376.48,0.09,2021-01-25 21:00:00,Standard,UPI,6262.9839999999995,791.86
ORD100598,CUST3271,Central,Electronics,Mobile,Product_598,1,481.83,0.26,2021-01-25 22:00:00,Standard,Debit Card,356.5542,27.55
ORD100599,CUST1901,Central,Books,Shirt,Product_599,6,52.45,0.23,2021-01-25 23:00:00,Standard,Cash,242.31900000000005,36.86
ORD100600,CUST1652,East,Clothing,Rice,Product_600,6,1870.84,0.1,2021-01-26 00:00:00,Express,Credit Card,10102.536,1187.18
ORD100601,CUST3912,West,Clothing,Cricket,Product_601,4,646.73,0.13,2021-01-26 01:00:00,Same Day,Cash,2250.6204000000002,270.87
ORD100602,CUST2526,Central,Electronics,Snacks,Product_602,7,433.43,0.21,2021-01-26 02:00:00,Standard,Credit Card,2396.8679,429.03
ORD100603,CUST3161,West,Books,Snacks,Product_603,7,572.89,0.24,2021-01-26 03:00:00,Express,Debit Card,3047.7748,692.22
ORD100604,CUST1973,East,Books,Cricket,Product_604,9,694.37,0.21,2021-01-26 04:00:00,Express,Net Banking,4936.9707,798.4
ORD100605,CUST1753,East,Electronics,Football,Product_605,1,975.37,0.16,2021-01-26 05:00:00,Express,Credit Card,819.3108,153.64
ORD100606,CUST3097,West,Books,Shirt,Product_606,5,185.24,0.29,2021-01-26 06:00:00,Same Day,Cash,657.602,119.68
ORD100607,CUST2694,North,Books,Snacks,Product_607,3,152.71,0.23,2021-01-26 07:00:00,Express,Cash,352.7601,56.52
ORD100608,CUST1680,South,Furniture,Mobile,Product_608,7,621.18,0.03,2021-01-26 08:00:00,Express,Cash,4217.812199999999,473.03
ORD100609,CUST2747,North,Furniture,Snacks,Product_609,4,626.74,0.17,2021-01-26 09:00:00,Same Day,Cash,2080.7768,261.26
ORD100610,CUST2667,North,Electronics,Rice,Product_610,4,279.41,0.12,2021-01-26 10:00:00,Same Day,UPI,983.5232000000001,111.28
ORD100611,CUST2458,North,Grocery,Snacks,Product_611,1,839.34,0.24,2021-01-26 11:00:00,Express,Debit Card,637.8984,148.95
ORD100612,CUST3302,Central,Clothing,Mobile,Product_612,1,603.86,0.01,2021-01-26 12:00:00,Express,Net Banking,597.8214,128.73
ORD100613,CUST1192,East,Furniture,Chair,Product_613,2,100.81,0.12,2021-01-26 13:00:00,Standard,UPI,177.4256,29.43
ORD100614,CUST2210,North,Clothing,Rice,Product_614,2,1777.16,0.1,2021-01-26 14:00:00,Same Day,Debit Card,3198.8880000000004,743.58
ORD100615,CUST3793,East,Sports,Novel,Product_615,1,1777.74,0.04,2021-01-26 15:00:00,Same Day,Credit Card,1706.6304,387.89
ORD100616,CUST2699,West,Electronics,Table,Product_616,8,457.91,0.11,2021-01-26 16:00:00,Standard,UPI,3260.3192000000004,767.93
ORD100617,CUST2292,South,Grocery,Table,Product_617,6,367.6,0.2,2021-01-26 17:00:00,Express,UPI,1764.4800000000005,166.49
ORD100618,CUST1742,West,Sports,Rice,Product_618,6,1117.22,0.11,2021-01-26 18:00:00,Express,UPI,5965.9547999999995,1154.42
ORD100619,CUST1803,West,Sports,Novel,Product_619,9,1279.97,0.17,2021-01-26 19:00:00,Express,UPI,9561.3759,1643.07
ORD100620,CUST3915,Central,Books,Shirt,Product_620,5,1917.21,0.18,2021-01-26 20:00:00,Express,Credit Card,7860.561,1546.69
ORD100621,CUST1773,South,Sports,Chair,Product_621,4,785.83,0.18,2021-01-26 21:00:00,Standard,Cash,2577.5224000000003,264.65
ORD100622,CUST3299,West,Electronics,Rice,Product_622,6,1255.49,0.16,2021-01-26 22:00:00,Same Day,UPI,6327.6696,1195.69
ORD100623,CUST1358,West,Furniture,Mobile,Product_623,8,1762.45,0.04,2021-01-26 23:00:00,Same Day,Debit Card,13535.616,1786.24
ORD100624,CUST3796,South,Electronics,Textbook,Product_624,1,927.41,0.07,2021-01-27 00:00:00,Express,Cash,862.4912999999999,187.0
ORD100625,CUST1887,South,Furniture,Laptop,Product_625,7,288.57,0.24,2021-01-27 01:00:00,Standard,Credit Card,1535.1924000000001,320.97
ORD100626,CUST2947,West,Sports,Textbook,Product_626,8,786.02,0.15,2021-01-27 02:00:00,Express,Net Banking,5344.936,493.19
ORD100627,CUST3317,South,Sports,Shoes,Product_627,9,316.31,0.21,2021-01-27 03:00:00,Express,Credit Card,2248.9641,195.14
ORD100628,CUST3814,West,Grocery,Snacks,Product_628,8,82.45,0.17,2021-01-27 04:00:00,Standard,Net Banking,547.468,105.96
ORD100629,CUST3185,West,Furniture,Novel,Product_629,7,1515.53,0.01,2021-01-27 05:00:00,Standard,Debit Card,10502.622899999998,1681.42
ORD100630,CUST1584,Central,Sports,Football,Product_630,3,514.93,0.24,2021-01-27 06:00:00,Same Day,Net Banking,1174.0404,189.54
ORD100631,CUST2893,North,Books,Chair,Product_631,2,53.91,0.02,2021-01-27 07:00:00,Same Day,UPI,105.66359999999999,21.19
ORD100632,CUST1628,West,Clothing,Mobile,Product_632,3,1751.24,0.28,2021-01-27 08:00:00,Express,Cash,3782.6784000000002,835.95
ORD100633,CUST3782,East,Grocery,Football,Product_633,4,915.39,0.06,2021-01-27 09:00:00,Express,Cash,3441.8664,336.59
ORD100634,CUST2719,North,Electronics,Table,Product_634,4,515.78,0.15,2021-01-27 10:00:00,Same Day,UPI,1753.6519999999998,282.53
ORD100635,CUST3949,North,Grocery,Rice,Product_635,6,562.44,0.02,2021-01-27 11:00:00,Standard,Cash,3307.1472000000003,713.65
ORD100636,CUST2353,North,Clothing,Chair,Product_636,7,519.05,0.27,2021-01-27 12:00:00,Express,Credit Card,2652.3454999999994,595.61
ORD100637,CUST3017,Central,Furniture,Textbook,Product_637,4,429.38,0.29,2021-01-27 13:00:00,Express,UPI,1219.4392,131.07
ORD100638,CUST1271,West,Electronics,Cricket,Product_638,6,1690.39,0.04,2021-01-27 14:00:00,Standard,UPI,9736.6464,689.65
ORD100639,CUST1677,Central,Electronics,Snacks,Product_639,9,382.15,0.09,2021-01-27 15:00:00,Express,Cash,3129.8085,302.23
ORD100640,CUST2181,West,Furniture,Shoes,Product_640,6,1145.62,0.0,2021-01-27 16:00:00,Standard,Net Banking,6873.719999999999,1643.51
ORD100641,CUST1542,Central,Grocery,Novel,Product_641,3,200.77,0.24,2021-01-27 17:00:00,Same Day,Debit Card,457.7556000000001,65.23
ORD100642,CUST2890,Central,Sports,Textbook,Product_642,1,1901.57,0.09,2021-01-27 18:00:00,Same Day,Net Banking,1730.4287,231.38
ORD100643,CUST3087,East,Grocery,Table,Product_643,5,1226.46,0.18,2021-01-27 19:00:00,Same Day,Credit Card,5028.486000000001,264.58
ORD100644,CUST3565,Central,Clothing,Rice,Product_644,3,1811.15,0.01,2021-01-27 20:00:00,Same Day,UPI,5379.115500000001,323.84
ORD100645,CUST1505,South,Books,Snacks,Product_645,8,825.86,0.21,2021-01-27 21:00:00,Same Day,UPI,5219.4352,959.01
ORD100646,CUST1457,East,Sports,Table,Product_646,1,1630.81,0.16,2021-01-27 22:00:00,Express,Credit Card,1369.8804,230.09
ORD100647,CUST2594,Central,Grocery,Cricket,Product_647,2,1714.63,0.22,2021-01-27 23:00:00,Same Day,Debit Card,2674.8228000000004,441.63
ORD100648,CUST3720,North,Books,Football,Product_648,3,1420.75,0.24,2021-01-28 00:00:00,Express,UPI,3239.31,233.44
ORD100649,CUST1621,South,Books,Textbook,Product_649,3,231.25,0.03,2021-01-28 01:00:00,Express,Net Banking,672.9375,81.03
ORD100650,CUST2671,South,Furniture,Shoes,Product_650,8,81.36,0.17,2021-01-28 02:00:00,Standard,Credit Card,540.2303999999999,114.78
ORD100651,CUST3651,South,Clothing,Shoes,Product_651,5,378.69,0.19,2021-01-28 03:00:00,Express,UPI,1533.6945,130.34
ORD100652,CUST2898,East,Clothing,Snacks,Product_652,8,280.29,0.16,2021-01-28 04:00:00,Express,Net Banking,1883.5488,426.69
ORD100653,CUST3822,Central,Clothing,Mobile,Product_653,6,1464.02,0.05,2021-01-28 05:00:00,Same Day,Credit Card,8344.913999999999,619.99
ORD100654,CUST3701,Central,Sports,Snacks,Product_654,2,1136.16,0.24,2021-01-28 06:00:00,Same Day,Credit Card,1726.9632000000001,144.77
ORD100655,CUST3560,North,Electronics,Table,Product_655,4,1075.6,0.3,2021-01-28 07:00:00,Standard,Credit Card,3011.6799999999994,438.35
ORD100656,CUST3723,North,Sports,Novel,Product_656,9,543.09,0.29,2021-01-28 08:00:00,Standard,Debit Card,3470.3451,829.62
ORD100657,CUST2581,South,Grocery,Mobile,Product_657,4,351.48,0.23,2021-01-28 09:00:00,Express,Credit Card,1082.5584000000001,125.48
ORD100658,CUST1641,North,Books,Shoes,Product_658,5,452.77,0.13,2021-01-28 10:00:00,Standard,Cash,1969.5494999999999,357.76
ORD100659,CUST3775,East,Books,Laptop,Product_659,5,830.54,0.1,2021-01-28 11:00:00,Same Day,Cash,3737.43,626.9
ORD100660,CUST1085,Central,Electronics,Shoes,Product_660,8,1493.28,0.02,2021-01-28 12:00:00,Same Day,Credit Card,11707.3152,935.7
ORD100661,CUST2706,South,Grocery,Snacks,Product_661,6,546.31,0.12,2021-01-28 13:00:00,Same Day,UPI,2884.5168,287.39
ORD100662,CUST2203,North,Electronics,Table,Product_662,7,1412.3,0.05,2021-01-28 14:00:00,Express,Cash,9391.795,2216.75
ORD100663,CUST2414,East,Books,Mobile,Product_663,6,1008.45,0.08,2021-01-28 15:00:00,Express,Net Banking,5566.644000000001,484.11
ORD100664,CUST2608,East,Sports,Rice,Product_664,5,1776.61,0.27,2021-01-28 16:00:00,Standard,Net Banking,6484.626499999999,1225.61
ORD100665,CUST2961,North,Clothing,Mobile,Product_665,5,504.18,0.29,2021-01-28 17:00:00,Same Day,UPI,1789.839,434.82
ORD100666,CUST3767,Central,Books,Cricket,Product_666,3,929.17,0.28,2021-01-28 18:00:00,Express,Net Banking,2007.0071999999998,148.32
ORD100667,CUST3940,North,Furniture,Shirt,Product_667,7,238.5,0.06,2021-01-28 19:00:00,Express,UPI,1569.33,203.76
ORD100668,CUST2518,South,Clothing,Textbook,Product_668,5,703.55,0.27,2021-01-28 20:00:00,Standard,Net Banking,2567.9575,243.41
ORD100669,CUST1535,North,Books,Shirt,Product_669,7,1038.42,0.04,2021-01-28 21:00:00,Same Day,Credit Card,6978.182400000001,658.13
ORD100670,CUST3605,East,Sports,Chair,Product_670,2,1478.84,0.15,2021-01-28 22:00:00,Same Day,Net Banking,2514.028,185.53
ORD100671,CUST3682,North,Electronics,Football,Product_671,9,436.25,0.19,2021-01-28 23:00:00,Standard,Credit Card,3180.2625000000003,572.16
ORD100672,CUST1744,Central,Clothing,Chair,Product_672,8,475.28,0.14,2021-01-29 00:00:00,Standard,Net Banking,3269.9264,651.59
ORD100673,CUST1110,West,Sports,Novel,Product_673,5,1281.58,0.29,2021-01-29 01:00:00,Standard,Net Banking,4549.6089999999995,843.31
ORD100674,CUST3741,North,Grocery,Novel,Product_674,2,795.79,0.1,2021-01-29 02:00:00,Standard,Net Banking,1432.422,336.52
ORD100675,CUST2791,Central,Furniture,Chair,Product_675,6,990.08,0.16,2021-01-29 03:00:00,Same Day,Credit Card,4990.0032,394.89
ORD100676,CUST3535,Central,Clothing,Mobile,Product_676,8,1680.46,0.02,2021-01-29 04:00:00,Same Day,Net Banking,13174.8064,1501.52
ORD100677,CUST2690,East,Electronics,Table,Product_677,7,1023.21,0.26,2021-01-29 05:00:00,Standard,Net Banking,5300.227800000001,630.27
ORD100678,CUST2165,Central,Grocery,Textbook,Product_678,8,1322.37,0.12,2021-01-29 06:00:00,Express,Debit Card,9309.4848,897.59
ORD100679,CUST3865,Central,Sports,Chair,Product_679,4,1330.71,0.21,2021-01-29 07:00:00,Express,Credit Card,4205.0436,329.85
ORD100680,CUST1772,Central,Furniture,Snacks,Product_680,3,1617.04,0.2,2021-01-29 08:00:00,Same Day,Cash,3880.896,571.81
ORD100681,CUST2761,Central,Electronics,Mobile,Product_681,7,1294.37,0.2,2021-01-29 09:00:00,Same Day,UPI,7248.472000000001,1572.11
ORD100682,CUST2972,South,Sports,Table,Product_682,2,176.38,0.15,2021-01-29 10:00:00,Standard,Debit Card,299.846,72.24
ORD100683,CUST2145,South,Sports,Shirt,Product_683,5,717.24,0.08,2021-01-29 11:00:00,Express,Net Banking,3299.304,250.31
ORD100684,CUST3014,East,Clothing,Laptop,Product_684,7,1979.17,0.19,2021-01-29 12:00:00,Same Day,Cash,11221.893900000001,2408.57
ORD100685,CUST3171,North,Clothing,Novel,Product_685,1,433.2,0.29,2021-01-29 13:00:00,Express,Cash,307.572,66.1
ORD100686,CUST3115,Central,Electronics,Snacks,Product_686,4,1194.12,0.25,2021-01-29 14:00:00,Standard,Net Banking,3582.3599999999997,457.81
ORD100687,CUST1746,North,Books,Rice,Product_687,2,1693.73,0.03,2021-01-29 15:00:00,Same Day,Net Banking,3285.8361999999997,236.6
ORD100688,CUST2823,North,Books,Football,Product_688,6,1193.79,0.01,2021-01-29 16:00:00,Same Day,Debit Card,7091.1125999999995,1758.61
ORD100689,CUST1221,East,Sports,Rice,Product_689,1,775.93,0.15,2021-01-29 17:00:00,Express,Credit Card,659.5405,119.46
ORD100690,CUST2785,Central,Clothing,Table,Product_690,7,206.45,0.23,2021-01-29 18:00:00,Express,Debit Card,1112.7655,274.23
ORD100691,CUST2249,Central,Furniture,Textbook,Product_691,3,755.25,0.09,2021-01-29 19:00:00,Same Day,Credit Card,2061.8325,302.53
ORD100692,CUST2527,West,Furniture,Cricket,Product_692,1,405.03,0.21,2021-01-29 20:00:00,Express,Cash,319.9737,41.29
ORD100693,CUST3725,North,Sports,Table,Product_693,8,1923.68,0.28,2021-01-29 21:00:00,Express,UPI,11080.3968,1101.8
ORD100694,CUST1953,North,Clothing,Laptop,Product_694,7,1444.31,0.14,2021-01-29 22:00:00,Standard,Net Banking,8694.7462,2145.12
ORD100695,CUST3709,South,Electronics,Shirt,Product_695,2,1511.3,0.07,2021-01-29 23:00:00,Express,Debit Card,2811.0179999999996,282.93
ORD100696,CUST1385,West,Electronics,Shoes,Product_696,7,900.14,0.28,2021-01-30 00:00:00,Same Day,Cash,4536.705599999999,248.4
ORD100697,CUST3818,South,Electronics,Table,Product_697,3,264.43,0.14,2021-01-30 01:00:00,Standard,Debit Card,682.2293999999999,104.04
